file,comp,C_succ_nodes,C_succ_edges,P_succ_nodes,P_succ_edges,Z_succ_nodes,Z_succ_edges,C_ind_nodes,C_ind_edges,P_ind_nodes,P_ind_edges,Z_ind_nodes,Z_ind_edges,C_bet_nodes,C_bet_edges,P_bet_nodes,P_bet_edges,Z_bet_nodes,Z_bet_edges
grafo1405.50.gml,0,4355,13637,2479,11761,2182,11464,17101,55821,11603,50323,10742,49462,4129,14433,2445,12749,2136,12440
grafo3598.55.gml,0,22636,74804,12432,64600,10836,63004,97100,318930,66215,288045,61088,282918,25156,88311,12867,76022,10998,74153
grafo4214.58.gml,0,81844,282284,42678,243118,35650,236090,303820,1010536,202047,908763,185931,892647,90777,328409,43920,281552,36771,274403
grafo4664.63.gml,0,14976,49478,8382,42884,7528,42030,57801,190445,38996,171640,35712,168356,15633,55196,8465,48028,7349,46912
grafo8890.95.gml,0,104964,366020,53766,314822,44576,305632,362460,1209194,237790,1084524,217464,1064198,115188,418653,54913,358378,45976,349441
grafo3315.96.gml,0,188778,670973,93458,575653,77891,560086,589450,1987283,380991,1778824,347690,1745523,204555,753208,95925,644578,79971,628624
grafo1020.12.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo361.13.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10713.92.gml,0,385482,1401993,186502,1203013,152911,1169422,1183646,4004259,761784,3582397,689550,3510163,427703,1591406,194195,1357898,159075,1322778
grafo11499.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo715.30.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1217.27.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10797.94.gml,0,105094,370836,53892,319634,45012,310754,350844,1175656,228943,1053755,209335,1034147,115001,419760,55883,360642,45835,350594
grafo4345.61.gml,0,58926,204185,30781,176040,26351,171610,204018,680063,134465,610510,122947,598992,64134,230207,31571,197644,26745,192818
grafo896.16.gml,0,5634,17508,3370,15244,2958,14832,26518,86180,18336,77998,16964,76626,6392,20976,3370,17954,2972,17556
grafo9703.65.gml,0,86264,298600,43480,255816,37466,249802,328730,1078346,223998,973614,206374,955990,82954,305052,40220,262318,34114,256212
grafo3010.19.gml,0,2730,8142,1728,7140,1548,6960,13222,42846,9164,38788,8528,38152,2698,9282,1688,8272,1516,8100
grafo1919.21.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5465.40.gml,0,3114,9582,1860,8328,1638,8106,12124,39468,8186,35530,7562,34906,2998,10074,1814,8890,1576,8652
grafo5509.46.gml,0,51946,177376,27564,152994,23660,149090,194582,646224,130176,581818,119366,571008,58252,206078,28392,176218,24196,172022
grafo11444.36.gml,0,2706,8118,1752,7164,1548,6960,13222,42846,9164,38788,8528,38152,2674,9258,1712,8296,1516,8100
grafo7565.57.gml,0,19009,63111,10423,54525,8950,53052,70113,231969,47113,208969,43292,205148,20097,70439,10265,60607,9028,59370
grafo6792.59.gml,0,25758,86721,14079,75042,12198,73161,98257,324828,65718,292289,60634,287205,28354,99144,14369,85159,12293,83083
grafo1424.47.gml,0,7580,23881,4375,20676,3905,20206,31653,103582,21462,93391,19904,91833,7804,26918,4382,23496,3902,23016
grafo1416.48.gml,0,13698,43484,8010,37796,6958,36744,66156,215206,45542,194592,41816,190866,16174,54224,8130,46180,7106,45156
grafo6987.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9630.95.gml,0,155512,552080,77244,473812,64224,460792,473442,1594534,305732,1426824,276646,1397738,167352,613628,78882,525158,65316,511592
grafo1196.29.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5985.62.gml,0,85773,293671,45235,253133,38619,246517,347345,1149085,233330,1035070,214930,1016670,100216,355492,47209,302485,40066,295342
grafo3224.98.gml,0,324264,1163785,160345,999866,133173,972694,1145984,3837867,753153,3445036,687309,3379192,374362,1377751,169717,1173106,139215,1142604
grafo11147.100.gml,0,91162,321486,46054,276378,38372,268696,275162,928142,177926,830906,161882,814862,96128,351634,46764,302270,38912,294418
grafo5683.39.gml,0,6889,21137,4193,18441,3778,18026,34625,112551,24077,102003,22300,100226,7731,26059,4159,22487,3692,22020
grafo11615.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo6917.37.gml,0,1891,5630,1132,4871,1132,4871,8673,28030,5976,25333,5512,24869,1845,6178,1100,5433,1028,5361
grafo1505.24.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8553.84.gml,0,211176,754942,104708,648474,86354,630120,692296,2326870,451940,2086514,410402,2044976,233156,861444,108106,736394,89602,717890
grafo8065.82.gml,0,201786,715862,101294,615370,84356,598432,717781,2399903,472658,2154780,432575,2114697,232281,842612,106545,716876,88233,698564
grafo10062.39.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8012.87.gml,0,180976,647058,90486,556568,75534,541616,579408,1949960,375285,1745837,341261,1711813,198628,732249,93955,627576,77665,611286
grafo10095.93.gml,0,94058,330792,47674,284408,38752,275486,280547,943623,179807,842883,163479,826555,99021,361230,47231,309440,39480,301689
grafo11186.93.gml,0,205425,738416,100332,633323,83132,616123,640259,2157820,413905,1931466,375511,1893072,222286,827275,103393,708382,85220,690209
grafo7610.42.gml,0,18569,61217,10257,52905,8912,51560,73054,240282,49343,216571,45064,212292,20299,70206,10395,60302,9034,58941
grafo9830.71.gml,0,13674,44940,7618,38884,6369,37635,51156,168416,34142,151402,31427,148687,14044,49548,7684,43188,6307,41811
grafo956.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo10339.95.gml,0,413566,1521055,196155,1303644,160776,1268265,1076166,3690093,671223,3285150,603181,3217108,442173,1655172,200898,1413897,163976,1376975
grafo9838.70.gml,0,140074,489242,72182,421350,61062,410230,542054,1801202,362686,1621834,332040,1591188,162936,586490,75476,499030,63622,487176
grafo11426.33.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo634.24.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3853.61.gml,0,37002,126343,19554,108895,16469,105810,124442,414109,81480,371147,74789,364456,38464,138637,19704,119877,16579,116752
grafo4076.48.gml,0,14276,45970,8188,39882,7278,38972,67890,221480,46618,200208,43108,196698,16722,56722,8516,48516,7412,47412
grafo2323.25.gml,0,1891,5630,1132,4871,1132,4871,8673,28030,5976,25333,5512,24869,1845,6178,1100,5433,1028,5361
grafo3252.54.gml,0,6084,19520,3620,17056,3172,16608,22516,73920,15060,66464,13904,65308,5972,20680,3532,18240,3136,17844
grafo502.20.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8371.96.gml,0,197268,704279,97466,604477,80624,587635,628343,2114786,408150,1894593,370925,1857368,217405,798913,100487,681995,83868,665376
grafo5666.43.gml,0,13481,43304,7468,37291,6521,36344,61331,199982,42106,180757,38887,177538,14822,51288,7661,44127,6642,43108
grafo539.22.gml,0,9368,29484,5560,25676,4984,25100,50250,163130,34910,147790,32338,145218,11160,37780,5922,32542,5084,31704
grafo7573.59.gml,0,30594,103034,16454,88894,14574,87014,115695,383073,77674,345052,71089,338467,32969,117382,16715,101128,14348,98761
grafo8660.64.gml,0,53156,184296,28064,159204,24060,155200,176920,591168,115700,529948,105868,520116,55826,203272,28376,175822,24212,171658
grafo10132.97.gml,0,222879,797170,110940,685231,90652,664943,719311,2418792,467234,2166715,424176,2123657,246261,906672,114534,774945,94480,754891
grafo9407.78.gml,0,69286,242612,35952,209278,30212,203538,220967,741123,143824,663980,130982,651138,73347,266984,36357,229994,30510,224147
grafo2917.14.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3944.39.gml,0,15606,50536,8834,43764,7614,42544,72719,237539,49965,214785,46313,211133,17622,60951,8987,52316,7735,51064
grafo10217.99.gml,0,212388,758764,104632,651008,85462,631838,643751,2171761,414046,1942056,375016,1903026,230180,847907,106557,724284,87350,705077
grafo8277.82.gml,0,218406,774959,108920,665473,90414,646967,757642,2536085,498837,2277280,453851,2232294,246289,902512,113510,769733,93939,750162
grafo5140.62.gml,0,15672,51928,8676,44932,7724,43980,59082,195294,39904,176116,36356,172568,16762,58204,8690,50132,7726,49168
grafo9656.68.gml,0,93998,324103,48594,278699,41390,271495,374896,1241227,252179,1118510,230483,1096814,107075,388270,51018,332213,43321,324516
grafo6514.39.gml,0,29014,95978,16050,83014,14224,81188,131189,430419,89370,388600,82735,381965,34441,118656,16913,101128,14564,98779
grafo4083.57.gml,0,59510,205483,30933,176906,26501,172474,208650,694241,137883,623474,126003,611594,64230,232075,32007,199852,26891,194736
grafo3603.44.gml,0,59279,201466,31414,173601,27101,169288,240413,793682,161423,714692,148342,701611,68434,241785,32474,205825,27624,200975
grafo346.19.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9503.77.gml,0,161280,566117,82315,487152,68877,473714,618549,2056286,411277,1849014,377342,1815079,185426,676750,86298,577622,71767,563091
grafo2694.65.gml,0,14720,47504,8386,41170,7214,39998,65217,213603,44522,192908,41344,189730,16341,56498,8511,48668,7311,47468
grafo7516.69.gml,0,35728,118310,19915,102497,17342,99924,187574,611224,130016,553666,120473,544123,44432,153803,21290,130661,18230,127601
grafo8051.61.gml,0,13310,43734,7408,37832,6229,36653,47110,155386,31109,139385,28714,136990,13340,47145,7335,41140,6151,39956
grafo6782.46.gml,0,63632,215222,34344,185934,29124,180714,273889,900817,185214,812142,170948,797876,71501,258892,35465,222856,30236,217627
grafo8911.100.gml,0,131480,467922,66564,403006,55512,391954,427298,1434732,278412,1285846,254036,1261470,141326,523454,68056,450184,56836,438964
grafo4749.61.gml,0,14274,46192,8190,40108,7022,38940,60690,199284,41350,179944,38240,176834,15580,53896,8192,46508,7096,45412
grafo7064.44.gml,0,17892,58108,10048,50264,8851,49067,78778,258140,53922,233284,49537,228899,20214,69662,10276,59724,8871,58319
grafo7339.46.gml,0,1933,5848,1234,5149,1164,5079,9435,30614,6594,27773,6058,27237,2153,6841,1202,5890,1052,5740
grafo2159.17.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5921.38.gml,0,20690,67214,11598,58122,10060,56584,92130,301362,63018,272250,57892,267124,23338,80996,11958,69616,10410,68068
grafo4973.66.gml,0,83156,290820,42616,250280,36826,244490,279967,936453,183895,840381,167529,824015,90239,327558,43913,281232,37032,274351
grafo5759.35.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3241.36.gml,0,9802,30936,5640,26774,4966,26100,45595,148407,31478,134290,29008,131820,10963,37198,5726,31961,5043,31278
grafo11257.91.gml,0,222739,797030,111080,685371,90582,664873,719311,2418792,467234,2166715,424036,2123517,246261,906672,114674,775085,94410,754821
grafo2364.23.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo412.23.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo9660.71.gml,0,97504,337934,50680,291110,43280,283710,376190,1248340,251970,1124120,230754,1102904,109508,397350,52244,340086,44488,332330
grafo7951.81.gml,0,32658,111766,17590,96698,14804,93912,105527,353105,69110,316688,63597,311175,33527,120788,17131,104392,14764,102025
grafo10387.97.gml,0,307316,1110717,148734,952135,123673,927074,934030,3157669,600767,2824406,544920,2768559,335075,1248764,153598,1067287,125960,1039649
grafo8149.82.gml,0,95227,333083,48662,286518,40412,278268,308969,1036419,202364,929814,184410,911860,102707,372985,49030,319308,41300,311578
grafo3587.36.gml,0,11495,37187,6742,32434,5803,31495,50825,166287,34806,150268,31985,147447,12787,43811,6772,37796,5823,36847
grafo9699.86.gml,0,364871,1321955,177458,1134542,145547,1102631,1126133,3806111,722888,3402866,657200,3337178,407346,1503756,185445,1281855,152027,1248437
grafo6926.42.gml,0,5918,18660,3546,16288,3114,15856,23054,75252,15498,67696,14364,66562,5702,19976,3334,17608,2948,17222
grafo7340.46.gml,0,15162,49924,8466,43228,7610,42372,59814,196772,40258,177216,37000,173958,16412,56764,8604,48956,7372,47724
grafo1597.28.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo3299.53.gml,0,35761,120542,19420,104201,16430,101211,134123,444210,89638,399725,82318,392405,38839,137964,19360,118485,16692,115817
grafo4848.65.gml,0,18947,62777,10465,54295,8864,52694,67962,225148,45533,202719,41758,198944,19203,68694,10069,59560,8896,58387
grafo8617.85.gml,0,154056,543545,77627,467116,64861,454350,526089,1760926,344277,1579114,314416,1549253,172910,626904,80786,534780,67183,521177
grafo11067.98.gml,0,301829,1083141,149025,930337,121945,903257,1020902,3423032,666574,3068704,608210,3010340,335655,1247497,153432,1065274,126096,1037938
grafo1236.48.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo8352.89.gml,0,145610,516323,74535,445248,61547,432260,519512,1733155,342087,1555730,313561,1527204,161490,595915,76975,511400,63269,497694
grafo7306.36.gml,0,14340,46518,8274,40452,7200,39378,62655,205563,42804,185712,39600,182508,16191,55296,8283,47388,7287,46392
grafo9468.79.gml,0,117848,411004,60816,353972,51610,344766,457908,1519764,305196,1367052,280048,1341904,136572,492012,64266,419706,53610,409050
grafo9923.31.gml,0,4168,13139,2483,11454,2192,11163,18561,60604,12781,54824,11793,53836,4526,15022,2544,13040,2229,12725
grafo9369.69.gml,0,48705,168600,25646,145541,21791,141686,168083,560416,110878,503211,101377,493710,52877,189376,26000,162499,22073,158572
grafo6480.38.gml,0,11843,38129,6762,33048,5975,32261,53235,173723,36410,156898,33555,154043,12885,44881,6822,38818,6001,37997
grafo2498.27.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo1251.25.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo2535.48.gml,0,5934,18676,3546,16288,3114,15856,23054,75252,15498,67696,14348,66546,5702,19976,3318,17592,2932,17206
grafo7195.42.gml,0,3924,11957,2407,10440,2120,10153,19541,63246,13443,57148,12497,56202,4266,14272,2406,12412,2111,12117
grafo1854.22.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5791.44.gml,0,34135,111934,19165,96964,16262,94061,172871,563452,119369,509950,110552,501133,40151,141414,19879,121142,17054,118317
grafo4639.82.gml,0,101470,357759,50940,307229,41974,298263,304803,1028108,196294,919599,178264,901569,106954,391870,51822,336738,42862,327778
grafo7540.46.gml,0,60015,203936,31842,175763,27311,171232,246553,813424,165910,732781,152687,719558,68079,244068,32990,208979,28281,204270
grafo288.15.gml,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
grafo5965.37.gml,0,26810,88742,14775,76707,12490,74422,113706,373576,77096,336966,71121,330991,30019,105257,15099,90337,12911,88149
grafo10388.95.gml,0,292413,1053012,144507,905106,118956,879555,981089,3294580,640630,2954121,583987,2897478,328446,1212546,149863,1033963,123476,1007576
grafo10542.100.gml,0,170048,599142,85728,514822,71780,500874,593926,1984292,391182,1781548,356325,1746691,191537,697253,89164,594880,74136,579852
grafo8469.85.gml,0,40008,134906,21368,116266,18112,113010,151886,501852,101040,451006,93078,443044,43594,155194,21922,133522,18568,130168
grafo8067.80.gml,0,184983,650753,93595,559365,78385,544155,681509,2271057,451620,2041168,413564,2003112,210590,769700,97176,656286,81111,640221
grafo10019.38.gml,0,4493,13975,2591,12073,2298,11780,18260,59514,12457,53711,11525,52779,4551,15334,2578,13361,2253,13036
grafo5714.40.gml,0,11539,37231,6676,32368,5825,31517,50869,166331,34784,150246,31963,147425,12809,43833,6706,37730,5845,36869
grafo8169.61.gml,0,42753,143876,23402,124525,19952,121075,187189,615886,126958,555655,117072,545769,51183,177284,24696,150797,21068,147169
grafo6502.77.gml,0,25054,83202,13679,71827,11542,69690,93645,310033,62540,278928,57672,274060,25798,92927,13767,80896,11603,78732
grafo7876.79.gml,0,124160,437106,63258,376204,53538,366484,446092,1488498,295224,1337630,269416,1311822,140671,510205,66031,435565,55475,425009
grafo1484.46.gml,0,7681,23517,4553,20389,4046,19882,41515,134177,28855,121517,26814,119476,8947,30105,4579,25737,4072,25230
